id,theme,categorie,difficulte,type,question,reponse,choix2,choix3,choix4,explication,indices,media_url,media_debut,media_duree,actif,utilisations,epoque,anecdote
Q0179,Musique,Classique,4,QCM,Quel compositeur a écrit le « Boléro » ?,Maurice Ravel,Claude Debussy,Erik Satie,Hector Berlioz,En 1928. L'une des œuvres françaises les plus jouées au monde.,,,0,15,oui,0,,Ravel n'en était pas très fier : il disait que c'était une « expérience » sans musique. Il dure environ 15 minutes et répète la même mélodie en crescendo.
Q0180,Musique,Culture,4,ESTIMATION,En quelle année la Fête de la musique a-t-elle été créée en France ?,1982,,2,,À l'initiative de Jack Lang et Maurice Fleuret.,Au début des années 80.,,0,15,oui,0,Années 80,"Elle a lieu le 21 juin, jour du solstice d'été. Elle est aujourd'hui célébrée dans plus de 120 pays."
Q0181,Musique,Pop-rock,4,VF,Freddie Mercury est né à Zanzibar.,Vrai,,,,"Né Farrokh Bulsara en 1946, sur l'île de Zanzibar (Tanzanie actuelle).",,,0,15,oui,0,,"Il a étudié en Inde, où il a pris le surnom de Freddie. Il avait quatre dents en trop, qu'il n'a jamais fait retirer de peur d'abîmer sa voix."
Q0182,Musique,Chanson française,4,QCM,Quel était le vrai nom de Johnny Hallyday ?,Jean-Philippe Smet,Jean-Pierre Smet,Jacques Smet,Jean-Paul Hallier,,,,0,15,oui,0,,"Son nom de scène vient d'un cousin par alliance américain, Lee Halliday, danseur, qui l'a initié au spectacle."
Q0183,Musique,Pop-rock,4,QCM,Quel groupe a sorti l'album « The Dark Side of the Moon » ?,Pink Floyd,Genesis,Yes,The Doors,"Sorti en 1973, l'un des albums les plus vendus de l'histoire.",,,0,15,oui,0,Années 70,"L'album est resté plus de 900 semaines dans le classement américain, environ 18 ans ! La pochette avec le prisme est l'une des plus célèbres de l'histoire."
Q0184,Musique,Opéra,5,QCM,Quel compositeur a écrit l'opéra « Carmen » ?,Georges Bizet,Giuseppe Verdi,Giacomo Puccini,Charles Gounod,Créé à Paris en 1875.,,,0,15,oui,0,,"La première a été un échec : le public a été choqué par l'héroïne. Bizet est mort trois mois plus tard, sans voir le triomphe mondial de son œuvre."
Q0185,Musique,Instruments,5,ESTIMATION,Combien de touches compte un piano standard ?,88,touches,0,,52 blanches et 36 noires.,,,0,15,oui,0,,"Un piano à queue de concert contient environ 12 000 pièces et plus de 220 cordes, tendues avec une force totale d'une vingtaine de tonnes."
Q0186,Musique,Classique,5,ORDRE,Classez ces compositeurs selon leur date de naissance.,Bach | Mozart | Beethoven | Debussy,Du plus ancien au plus récent,,,"1685, 1756, 1770, 1862.",,,0,15,oui,0,,"Bach a eu 20 enfants, dont plusieurs sont devenus compositeurs. De son vivant, il était surtout connu comme organiste."
Q0187,Musique,Culture,5,VF,« La Marseillaise » a été composée à Marseille.,Faux,,,,"Composée à Strasbourg en 1792 par Rouget de Lisle, elle doit son nom aux volontaires marseillais.",,,0,15,oui,0,,"Elle s'appelait d'abord « Chant de guerre pour l'armée du Rhin ». Rouget de Lisle était officier du génie, pas musicien professionnel."
Q0188,Musique,Jazz,5,QCM,Quel jazzman était surnommé « Satchmo » ?,Louis Armstrong,Duke Ellington,Miles Davis,Charlie Parker,,,,0,15,oui,0,,"Le surnom viendrait de « satchel mouth », « bouche en sacoche », à cause de sa grande bouche. Il a appris la trompette dans une maison de correction pour enfants."
Q0189,Musique,Classique,5,QCM,Vers quel âge Mozart aurait-il composé ses premières œuvres ?,5 ans,10 ans,3 ans,12 ans,"Des petites pièces pour clavier, notées par son père Leopold.",,,0,15,oui,0,,"Enfant, il faisait le tour des cours d'Europe avec sa sœur Nannerl. Il jouait les yeux bandés ou avec un tissu sur le clavier pour épater le public."
Q0190,Sport,Football,1,QCM,Combien de joueurs par équipe y a-t-il sur un terrain de football ?,11,10,12,9,,,,0,15,oui,0,,"Le nombre de 11 viendrait des écoles anglaises du XIXe siècle, qui jouaient avec des chambrées de 10 élèves et un surveillant. Rien n'est sûr !"
Q0191,Sport,Raquettes,1,QCM,Dans quel sport utilise-t-on un volant ?,Le badminton,Le tennis,Le squash,Le tennis de table,,,,0,15,oui,0,,"Un volant de compétition contient 16 plumes d'oie, souvent toutes prises sur l'aile gauche pour qu'il tourne toujours dans le même sens."
Q0192,Sport,JO,1,VF,Les Jeux olympiques d'été ont lieu tous les 4 ans.,Vrai,,,,Ceux de Tokyo 2020 ont exceptionnellement été décalés à 2021.,,,0,15,oui,0,Années 2020,"Aux JO de 1900 à Paris, il y avait des épreuves de pêche à la ligne et de tir aux pigeons vivants. Les Jeux se sont étalés sur cinq mois."
Q0193,Sport,Cyclisme,1,QCM,Quelle est la couleur du maillot du leader du Tour de France ?,Jaune,Vert,À pois rouges,Blanc,"Le jaune rappelle la couleur du papier du journal L'Auto, organisateur du premier Tour.",,,0,15,oui,0,,"Le maillot jaune a été porté pour la première fois en 1919. Eddy Merckx l'a porté 96 jours au total, un record."
Q0194,Sport,Football,1,QCM,Quel pays a gagné la Coupe du monde de football 2018 ?,La France,La Croatie,Le Brésil,L'Allemagne,"Victoire 4-2 contre la Croatie en finale, à Moscou.",,,0,15,oui,0,Années 2010,"Didier Deschamps est devenu le 3e homme champion du monde comme joueur (1998) et comme sélectionneur, après Mário Zagallo et Franz Beckenbauer."
Q0195,Sport,Rugby,1,QCM,Dans quel sport marque-t-on des essais ?,Le rugby,Le football,Le handball,Le basket,,,,0,15,oui,0,,"Au début, un essai ne rapportait aucun point : il donnait seulement le droit « d'essayer » de tirer au but, d'où son nom."
Q0196,Sport,Raquettes,2,QCM,"Au tennis, comment appelle-t-on un score de 40 partout ?",Égalité,Avantage,Balle de match,Jeu décisif,« Deuce » en anglais.,,,0,15,oui,0,,"Le comptage 15, 30, 40 viendrait du jeu de paume médiéval et d'une horloge divisée en quarts. Le 45 serait devenu 40 pour simplifier."
Q0197,Sport,Raquettes,2,QCM,Quel tournoi du Grand Chelem se joue sur terre battue à Paris ?,Roland-Garros,Wimbledon,L'US Open,L'Open d'Australie,,,,0,15,oui,0,,"Roland Garros était un aviateur, le premier à traverser la Méditerranée en avion, en 1913. Le stade porte son nom depuis 1928."
Q0198,Sport,Athlétisme,2,ESTIMATION,Combien de kilomètres mesure un marathon ?,42.195,km,1,,"Exactement 42,195 km depuis les JO de Londres 1908.",,,0,15,oui,0,,"En 1908, le parcours a été allongé pour partir du château de Windsor et arriver devant la loge royale : d'où les 195 m en plus des 42 km."
Q0199,Sport,Athlétisme,2,VF,Usain Bolt détient le record du monde du 100 m.,Vrai,,,,"9,58 secondes à Berlin, en 2009.",,,0,15,oui,0,Années 2000,"Lors de son record, sa vitesse de pointe a dépassé 44 km/h. Il est aussi connu pour sa pose de l'« éclair »."
Q0200,Sport,Football,2,QCM,Quel footballeur français est surnommé « Zizou » ?,Zinédine Zidane,Kylian Mbappé,Thierry Henry,Michel Platini,,,,0,15,oui,0,,"Il a grandi à Marseille, dans le quartier de la Castellane. Il a marqué en finale de Coupe du monde en 1998 et en 2006 (sur une panenka), et en finale de Ligue des champions en 2002 d'une reprise de volée restée légendaire."
Q0201,Sport,JO,2,QCM,Quelle ville a accueilli les Jeux olympiques d'été de 2024 ?,Paris,Los Angeles,Tokyo,Londres,Cent ans après les JO de Paris 1924.,,,0,15,oui,0,Années 2020,"Paris est, avec Londres, la seule ville à avoir accueilli les JO d'été trois fois : 1900, 1924 et 2024."
Q0202,Sport,Basket,2,QCM,Dans quel sport Tony Parker s'est-il illustré ?,Le basket,Le handball,Le tennis,Le football,Quatre titres NBA avec les San Antonio Spurs.,,,0,15,oui,0,,"Il a été le premier Européen élu MVP des finales NBA, en 2007. Son maillot n°9 a été retiré par les Spurs."
Q0203,Sport,Natation,3,QCM,Quel nageur détient le record de médailles d'or olympiques ?,Michael Phelps,Mark Spitz,Ian Thorpe,Léon Marchand,"23 médailles d'or, 28 médailles au total.",,,0,15,oui,0,,"À Pékin en 2008, il a remporté 8 médailles d'or en 8 épreuves. Il mangerait environ 10 000 calories par jour pendant ses entraînements."
Q0204,Sport,Golf,3,ESTIMATION,Combien de trous compte un parcours de golf standard ?,18,trous,0,,,,,0,15,oui,0,,"Le parcours de Saint Andrews, en Écosse, comptait 22 trous au départ ; il a été réduit à 18 en 1764, ce qui est devenu la norme."
Q0205,Sport,Football,3,QCM,Quel pays a remporté le plus de Coupes du monde de football ?,Le Brésil,L'Allemagne,L'Italie,L'Argentine,"Cinq titres : 1958, 1962, 1970, 1994, 2002.",,,0,15,oui,0,Avant 1970,C'est le seul pays à avoir participé à toutes les phases finales de la Coupe du monde.
Q0206,Sport,Cyclisme,3,VF,L'arrivée finale du Tour de France a toujours lieu à Paris.,Faux,,,,"En 2024, à cause des JO, le Tour s'est terminé à Nice.",,,0,15,oui,0,Années 2020,"L'arrivée sur les Champs-Élysées n'existe que depuis 1975. Avant, le Tour finissait au Parc des Princes puis à la Cipale, à Vincennes."
Q0207,Sport,JO,3,ORDRE,Classez ces villes selon la date à laquelle elles ont accueilli les JO d'été.,Barcelone | Sydney | Pékin | Tokyo,De la plus ancienne à la plus récente,,,"1992, 2000, 2008, 2021.",,,0,15,oui,0,Années 90,"Les JO de Tokyo 2020 ont eu lieu en 2021, sans public, à cause du Covid, mais ont gardé leur nom « Tokyo 2020 »."
Q0208,Sport,Combat,3,QCM,Quel sport pratique Teddy Riner ?,Le judo,La lutte,Le rugby,La boxe,Multiple champion du monde et champion olympique.,,,0,15,oui,0,,"Il est resté invaincu pendant près de 10 ans, de 2010 à 2020, avec plus de 150 combats gagnés d'affilée."
Q0209,Sport,Football,3,ESTIMATION,En quelle année la France a-t-elle gagné sa première Coupe du monde de football ?,1998,,1,,Victoire 3-0 contre le Brésil au Stade de France.,,,0,15,oui,0,Années 90,Environ un million de personnes ont fêté la victoire sur les Champs-Élysées. Le visage de Zidane a été projeté sur l'Arc de Triomphe.
Q0210,Sport,Glisse,3,QCM,Dans quel sport fait-on glisser des « pierres » sur la glace en balayant devant elles ?,Le curling,Le hockey,Le biathlon,Le bobsleigh,,,,0,15,oui,0,,"Presque toutes les pierres de curling olympiques viennent d'une seule île écossaise, Ailsa Craig, pour la qualité de son granit."
Q0211,Sport,Rugby,4,QCM,"Combien de temps dure un match de rugby à XV, sans les prolongations ?",80 minutes,90 minutes,70 minutes,60 minutes,Deux mi-temps de 40 minutes.,,,0,15,oui,0,,"Le rugby serait né en 1823 quand un élève de l'école de Rugby, William Webb Ellis, a pris le ballon à la main pendant un match de football. Le trophée de la Coupe du monde porte son nom."
Q0212,Sport,JO,4,ESTIMATION,En quelle année ont eu lieu les premiers Jeux olympiques modernes ?,1896,,4,,"À Athènes, sous l'impulsion de Pierre de Coubertin.",,,0,15,oui,0,,"Le premier champion olympique moderne est l'Américain James Connolly, au triple saut. Les vainqueurs recevaient une médaille d'argent, pas d'or."
Q0213,Sport,Automobile,4,QCM,Quel pilote partage avec Michael Schumacher le record de 7 titres de champion du monde de F1 ?,Lewis Hamilton,Ayrton Senna,Alain Prost,Sebastian Vettel,,,,0,15,oui,0,,Il détient le record de victoires en Grand Prix (plus de 100). Il est aussi le premier pilote noir de l'histoire de la F1.
Q0214,Sport,JO,4,QCM,Quelle ville française a accueilli les Jeux olympiques d'hiver de 1992 ?,Albertville,Grenoble,Chamonix,Annecy,Grenoble les avait accueillis en 1968 et Chamonix en 1924.,,,0,15,oui,0,Années 90,La cérémonie d'ouverture a été mise en scène par Philippe Decouflé. Ce sont les derniers JO d'hiver organisés la même année que les JO d'été.
Q0215,Sport,Athlétisme,4,ORDRE,Classez ces courses selon leur distance.,Marathon | Semi-marathon | 10 000 m | 1 500 m,De la plus longue à la plus courte,,,,,,0,15,oui,0,,Le record du monde du 1 500 m est détenu depuis 1998 par le Marocain Hicham El Guerrouj (3 min 26 s).
Q0216,Sport,Cyclisme,4,VF,Le premier Tour de France a eu lieu en 1903.,Vrai,,,,Gagné par Maurice Garin.,,,0,15,oui,0,,Maurice Garin a gagné la deuxième édition en 1904… puis a été disqualifié pour avoir pris le train pendant la course !
Q0217,Sport,Athlétisme,4,QCM,Dans quel sport Marie-José Pérec a-t-elle remporté trois titres olympiques ?,L'athlétisme,La natation,Le judo,L'escrime,"400 m en 1992, puis doublé 200 m / 400 m en 1996.",,,0,15,oui,0,Années 90,"Surnommée « la gazelle », elle est, avec l'Américaine Valerie Brisco-Hooks (1984), la seule femme à avoir réalisé le doublé 200 m / 400 m aux mêmes Jeux olympiques."
Q0218,Sport,Raquettes,5,ESTIMATION,Combien de fois Rafael Nadal a-t-il gagné Roland-Garros ?,14,fois,0,,Un record absolu pour un même tournoi du Grand Chelem.,,,0,15,oui,0,,Il n'y a perdu que 4 matchs en 116 rencontres. Une statue de lui a été installée dans l'enceinte du stade en 2021.
Q0219,Sport,Cyclisme,5,QCM,"Quel cycliste français a gagné cinq Tours de France, dont le premier en 1978 ?",Bernard Hinault,Jacques Anquetil,Laurent Fignon,Louison Bobet,"Surnommé « le Blaireau ». Dernier Français vainqueur du Tour, en 1985.",,,0,15,oui,0,Années 70,"Il a gagné le Tour 1985 avec le nez cassé après une chute. Depuis, aucun Français n'a gagné le Tour : plus de 40 ans d'attente."
Q0220,Sport,Rugby,5,QCM,Quelle nation a remporté le plus de Coupes du monde de rugby ?,L'Afrique du Sud,La Nouvelle-Zélande,L'Australie,L'Angleterre,"Quatre titres : 1995, 2007, 2019, 2023.",,,0,15,oui,0,Années 90,"En 1995, Nelson Mandela a remis le trophée au capitaine sud-africain vêtu du maillot des Springboks, un symbole de réconciliation raconté dans le film « Invictus »."
Q0221,Sport,Raquettes,5,VF,Le volant de badminton peut dépasser les 400 km/h lors d'un smash.,Vrai,,,,Le record dépasse 490 km/h : c'est le sport de raquette le plus rapide.,,,0,15,oui,0,,"Le record est détenu par le Malaisien Tan Boon Heong : 493 km/h, plus vite qu'une Formule 1."
Q0222,Sport,Volley,5,ESTIMATION,Combien de joueurs par équipe y a-t-il sur un terrain de volley-ball ?,6,joueurs,0,,,,,0,15,oui,0,,"Le volley a été inventé en 1895 aux États-Unis par William Morgan, un professeur de sport qui cherchait un jeu moins brutal que le basket."
Q0223,Arts & Littérature,Peinture,1,QCM,Qui a peint « La Joconde » ?,Léonard de Vinci,Michel-Ange,Raphaël,Pablo Picasso,Peinte au début du XVIe siècle.,,,0,15,oui,0,,Léonard n'a jamais livré le tableau à son commanditaire : il l'a gardé et retouché jusqu'à sa mort. Napoléon l'a accroché un temps dans sa chambre aux Tuileries.
Q0224,Arts & Littérature,Littérature,1,QCM,Qui a écrit « Les Misérables » ?,Victor Hugo,Émile Zola,Honoré de Balzac,Gustave Flaubert,Publié en 1862.,"Jean Valjean, Cosette, Gavroche…",,0,15,oui,0,,"Pour savoir comment se vendait son livre, Hugo aurait envoyé à son éditeur un télégramme ne contenant que « ? ». Réponse : « ! ». C'est l'une des correspondances les plus courtes de l'histoire."
Q0225,Arts & Littérature,Musées,1,VF,« La Joconde » est exposée au musée du Louvre.,Vrai,,,,,,,0,15,oui,0,,"Elle est derrière une vitre blindée depuis 2005. Elle a été attaquée plusieurs fois : jet d'acide, tasse de thé, soupe, et une part de gâteau."
Q0226,Arts & Littérature,Contes,1,QCM,Quelle héroïne de conte perd sa pantoufle de verre ?,Cendrillon,Blanche-Neige,La Belle au bois dormant,Le Petit Chaperon rouge,,,,0,15,oui,0,,Un débat amuse les linguistes : certains pensent que Perrault aurait voulu écrire « vair » (une fourrure). Mais Perrault a bien écrit « verre » : c'est l'objet magique du conte.
Q0227,Arts & Littérature,Littérature,1,QCM,Qui a écrit « Le Petit Prince » ?,Antoine de Saint-Exupéry,Jules Verne,Albert Camus,Marcel Pagnol,"Publié en 1943, c'est l'un des livres les plus traduits au monde.",,,0,15,oui,0,,"Saint-Exupéry a disparu en mer en 1944, un an après la publication, lors d'une mission aérienne. Sa gourmette a été retrouvée par un pêcheur au large de Marseille en 1998."
Q0228,Arts & Littérature,Contes,1,ESTIMATION,Combien de nains accompagnent Blanche-Neige ?,7,nains,0,,,,,0,15,oui,0,,"Dans le conte des frères Grimm, les nains n'ont pas de nom. Ce sont les studios Disney qui les ont baptisés Prof, Grincheux, Joyeux, Timide, Atchoum, Dormeur et Simplet."
Q0229,Arts & Littérature,Littérature,2,QCM,Quel auteur a créé Sherlock Holmes ?,Arthur Conan Doyle,Agatha Christie,Edgar Allan Poe,Maurice Leblanc,Maurice Leblanc a créé Arsène Lupin.,,,0,15,oui,0,,"Conan Doyle a fait mourir Sherlock Holmes en 1893, lassé du personnage. Face à la colère des lecteurs, il a dû le ressusciter dix ans plus tard."
Q0230,Arts & Littérature,Peinture,2,QCM,Quel peintre néerlandais s'est coupé une partie de l'oreille ?,Vincent van Gogh,Rembrandt,Johannes Vermeer,Piet Mondrian,"En 1888, à Arles.",,,0,15,oui,0,,"Il n'a vendu presque aucun tableau de son vivant. Aujourd'hui, ses toiles figurent parmi les plus chères du monde."
Q0231,Arts & Littérature,Littérature,2,QCM,Qui a écrit « Vingt Mille Lieues sous les mers » ?,Jules Verne,Alexandre Dumas,Victor Hugo,H. G. Wells,"Le capitaine Nemo et son sous-marin, le Nautilus.",,,0,15,oui,0,,"Les 20 000 lieues (environ 80 000 km) sont la distance parcourue sous la mer, pas la profondeur ! Jules Verne a très peu voyagé, comparé à ses héros."
Q0232,Arts & Littérature,Théâtre,2,VF,Molière est l'auteur de « L'Avare ».,Vrai,,,,"Comédie de 1668, avec le personnage d'Harpagon.",,,0,15,oui,0,,"Molière est mort en 1673 quelques heures après une représentation du « Malade imaginaire », où il jouait… un malade. Il avait commencé à tousser sur scène."
Q0233,Arts & Littérature,Architecture,2,ESTIMATION,En quelle année la tour Eiffel a-t-elle été inaugurée ?,1889,,3,,Pour l'Exposition universelle et le centenaire de la Révolution.,,,0,15,oui,0,,"Elle a été construite en seulement 2 ans, 2 mois et 5 jours. Des artistes, dont Maupassant, avaient signé une pétition contre cette « tour vertigineusement ridicule »."
Q0234,Arts & Littérature,Théâtre,2,QCM,Qui a écrit « Roméo et Juliette » ?,William Shakespeare,Molière,Jean Racine,Oscar Wilde,,,,0,15,oui,0,,"À Vérone, une « maison de Juliette » avec un balcon attire des milliers de touristes… alors que le balcon a été ajouté au XXe siècle."
Q0235,Arts & Littérature,Peinture,3,QCM,À quel mouvement artistique Claude Monet est-il associé ?,L'impressionnisme,Le cubisme,Le surréalisme,Le baroque,"Le mot vient de son tableau « Impression, soleil levant » (1872).",,,0,15,oui,0,,"Le mot « impressionnisme » a d'abord été une moquerie d'un critique, Louis Leroy, en 1874. Les peintres l'ont adopté."
Q0236,Arts & Littérature,Peinture,3,QCM,Qui a peint le plafond de la chapelle Sixtine ?,Michel-Ange,Léonard de Vinci,Raphaël,Botticelli,De 1508 à 1512.,,,0,15,oui,0,,"Contrairement à la légende, il a peint debout, sur un échafaudage de son invention, la tête renversée en arrière. Il se considérait avant tout comme sculpteur."
Q0237,Arts & Littérature,Littérature,3,ORDRE,Classez ces écrivains selon leur date de naissance.,Molière | Victor Hugo | Émile Zola | Albert Camus,Du plus ancien au plus récent,,,"1622, 1802, 1840, 1913.",,,0,15,oui,0,,
Q0238,Arts & Littérature,Peinture,3,QCM,Quel peintre a réalisé « Guernica » ?,Pablo Picasso,Salvador Dalí,Joan Miró,Francisco de Goya,Peint en 1937 après le bombardement de la ville basque.,,,0,15,oui,0,,"Un officier allemand aurait demandé à Picasso, devant une photo du tableau : « C'est vous qui avez fait ça ? » Il aurait répondu : « Non, c'est vous. »"
Q0239,Arts & Littérature,Sculpture,3,QCM,Qui a sculpté « Le Penseur » ?,Auguste Rodin,Camille Claudel,Michel-Ange,Auguste Bartholdi,,,,0,15,oui,0,,"Il devait à l'origine représenter Dante réfléchissant à son poème, au sommet de « La Porte de l'Enfer ». Il en existe une vingtaine de tirages en bronze dans le monde."
Q0240,Arts & Littérature,Poésie,3,QCM,Qui a écrit « Les Fleurs du mal » ?,Charles Baudelaire,Arthur Rimbaud,Paul Verlaine,Stéphane Mallarmé,"Publié en 1857, puis condamné pour « outrage à la morale publique ».",,,0,15,oui,0,,Six poèmes ont été interdits pour immoralité. La condamnation n'a été officiellement annulée qu'en 1949 !
Q0241,Arts & Littérature,Peinture,3,QCM,Quel peintre surréaliste a peint des montres molles dans « La Persistance de la mémoire » ?,Salvador Dalí,René Magritte,Max Ernst,Joan Miró,,,,0,15,oui,0,,Il aurait eu l'idée en regardant un camembert fondre au soleil. Le tableau est tout petit : environ 24 cm sur 33.
Q0242,Arts & Littérature,Littérature,4,QCM,Quel auteur de « L'Étranger » a reçu le prix Nobel de littérature en 1957 ?,Albert Camus,Jean-Paul Sartre,André Malraux,Marguerite Yourcenar,,,,0,15,oui,0,Avant 1970,"À 44 ans, il était l'un des plus jeunes lauréats. Il est mort dans un accident de voiture en 1960, avec un billet de train inutilisé dans sa poche."
Q0243,Arts & Littérature,Littérature,4,VF,Jean-Paul Sartre a refusé le prix Nobel de littérature.,Vrai,,,,En 1964 : il refusait les distinctions officielles.,,,0,15,oui,0,Avant 1970,Il ne voulait pas être « transformé en institution ». Il aurait plus tard demandé s'il pouvait récupérer l'argent… sans le prix.
Q0244,Arts & Littérature,Architecture,4,QCM,Quel architecte a conçu la pyramide du Louvre ?,Ieoh Ming Pei,Le Corbusier,Jean Nouvel,Renzo Piano,Inaugurée en 1989.,,,0,15,oui,0,Années 80,"Une légende tenace dit qu'elle compte 666 losanges de verre. En réalité, il y en a 673 (603 losanges et 70 triangles)."
Q0245,Arts & Littérature,Peinture,4,QCM,Quelle est la nationalité de la peintre Frida Kahlo ?,Mexicaine,Espagnole,Colombienne,Argentine,,,,0,15,oui,0,,"Gravement blessée dans un accident de bus à 18 ans, elle a commencé à peindre alitée, grâce à un miroir installé au-dessus de son lit : d'où ses nombreux autoportraits."
Q0246,Arts & Littérature,Histoire de l'art,4,ORDRE,Classez ces mouvements artistiques par ordre d'apparition.,Renaissance | Baroque | Impressionnisme | Cubisme,Du plus ancien au plus récent,,,"XVe, XVIIe, fin XIXe, début XXe siècle.",,,0,15,oui,0,,"Le mot « baroque » viendrait du portugais « barroco », une perle irrégulière : il était au départ péjoratif."
Q0247,Arts & Littérature,Musées,4,QCM,Dans quel musée parisien voit-on « Les Nymphéas » de Monet dans deux salles ovales ?,Le musée de l'Orangerie,Le Louvre,Le musée d'Orsay,Le Centre Pompidou,,,,0,15,oui,0,,"Monet a offert ces tableaux à l'État au lendemain de l'armistice de 1918, en symbole de paix. Il a exigé qu'ils soient éclairés à la lumière naturelle."
Q0248,Arts & Littérature,Poésie,4,ESTIMATION,Combien de vers compte un sonnet ?,14,vers,0,,Deux quatrains puis deux tercets.,,,0,15,oui,0,,"Le sonnet est né en Italie au XIIIe siècle. Pétrarque l'a rendu célèbre, puis Ronsard et du Bellay l'ont popularisé en France."
Q0249,Arts & Littérature,Poésie,4,QCM,Quel poète a écrit « Le Dormeur du val » ?,Arthur Rimbaud,Paul Verlaine,Charles Baudelaire,Victor Hugo,"Écrit en 1870, à 16 ans.",,,0,15,oui,0,,"Rimbaud a arrêté d'écrire de la poésie vers 20 ans. Il est devenu commerçant et trafiquant d'armes en Afrique, en Éthiopie."
Q0250,Arts & Littérature,Peinture,5,QCM,Qui a peint « La Jeune Fille à la perle » ?,Johannes Vermeer,Rembrandt,Jan van Eyck,Pierre Paul Rubens,Vers 1665. Surnommée « la Joconde du Nord ».,,,0,15,oui,0,,On ne connaît qu'environ 35 tableaux de Vermeer. La « perle » serait trop grosse pour être vraie : ce pourrait être du verre poli ou de l'étain.
Q0251,Arts & Littérature,Littérature,5,QCM,Quel est le vrai nom de l'écrivaine George Sand ?,Amantine Aurore Lucile Dupin,Marie d'Agoult,Louise Colet,Juliette Drouet,,,,0,15,oui,0,,Elle s'habillait souvent en homme pour circuler plus librement dans Paris et fumait la pipe en public. Elle a vécu une histoire d'amour avec Chopin.
Q0252,Arts & Littérature,Musées,5,VF,Le Louvre est le musée d'art le plus visité au monde.,Vrai,,,,Entre 8 et 10 millions de visiteurs par an.,,,0,15,oui,0,,"Il faudrait plus d'un mois, à 8 heures par jour, pour voir chacune des quelque 35 000 œuvres exposées pendant 30 secondes. Le Louvre a d'abord été une forteresse, construite vers 1190."
Q0253,Arts & Littérature,Littérature,5,ESTIMATION,En combien de tomes est publié « À la recherche du temps perdu » de Marcel Proust ?,7,tomes,0,,De « Du côté de chez Swann » (1913) au « Temps retrouvé » (1927).,,,0,15,oui,0,,"La madeleine trempée dans le thé est devenue l'expression « la madeleine de Proust ». Le premier tome a été refusé par plusieurs éditeurs, dont Gallimard."
Q0254,Arts & Littérature,Littérature,5,QCM,Quel auteur a écrit « Cent ans de solitude » ?,Gabriel García Márquez,Jorge Luis Borges,Pablo Neruda,Mario Vargas Llosa,Prix Nobel de littérature en 1982.,,,0,15,oui,0,Années 80,Il a vendu sa voiture et mis au clou le sèche-cheveux de sa femme pour finir le livre et l'envoyer à l'éditeur.
Q0255,Gastronomie,Monde,1,QCM,Quel fruit est la base du guacamole ?,L'avocat,Le kiwi,Le citron vert,La mangue,Recette mexicaine.,,,0,15,oui,0,,L'avocat a failli disparaître avec les grands animaux préhistoriques qui avalaient ses énormes noyaux et les dispersaient. Le mot vient de l'aztèque « ahuacatl ».
Q0256,Gastronomie,Fromages,1,VF,Le camembert est un fromage normand.,Vrai,,,,Camembert est un village de l'Orne.,,,0,15,oui,0,,"Les soldats de la Première Guerre mondiale en recevaient dans leurs rations, ce qui l'a rendu célèbre dans toute la France. Sa boîte en bois a été inventée en 1890."
Q0257,Gastronomie,Monde,1,QCM,De quel pays viennent les sushis ?,Du Japon,De la Chine,De la Corée,De la Thaïlande,,,,0,15,oui,0,,"À l'origine, le riz servait à conserver le poisson en le faisant fermenter… et on jetait le riz ! Le sushi « rapide » est né à Tokyo au XIXe siècle, comme une sorte de fast-food."
Q0258,Gastronomie,Monde,1,QCM,Quelle céréale sert à préparer le risotto ?,Le riz,Le blé,L'orge,Le maïs,Souvent du riz arborio ou carnaroli.,,,0,15,oui,0,,Un bon risotto se remue sans arrêt pour libérer l'amidon du riz. Le « risotto alla milanese » est coloré au safran.
Q0259,Gastronomie,Traditions,1,QCM,Que mange-t-on traditionnellement à l'Épiphanie ?,La galette des rois,La bûche,Des crêpes,Des œufs en chocolat,Celui qui trouve la fève devient le roi.,,,0,15,oui,0,,"Au palais de l'Élysée, la galette ne contient pas de fève : il serait gênant que le président « tire les rois » dans une République."
Q0260,Gastronomie,Régions,1,QCM,De quelle région les crêpes sont-elles la grande spécialité ?,La Bretagne,L'Alsace,La Provence,La Savoie,,,,0,15,oui,0,,"À la Chandeleur, la tradition veut qu'on fasse sauter la première crêpe en tenant une pièce d'or dans l'autre main pour avoir de la chance toute l'année."
Q0261,Gastronomie,Monde,2,QCM,De quelle ville italienne vient la pizza margherita ?,Naples,Rome,Milan,Venise,"Créée, selon la tradition, en l'honneur de la reine Marguerite en 1889.",Ses couleurs rappellent le drapeau italien.,,0,15,oui,0,,"Ses couleurs (tomate, mozzarella, basilic) reprennent celles du drapeau italien. L'art des pizzaïolos napolitains est inscrit à l'Unesco depuis 2017."
Q0262,Gastronomie,Cuisine,2,QCM,Quels sont les deux ingrédients de base de la mayonnaise ?,Jaune d'œuf et huile,Crème et beurre,Lait et farine,Blanc d'œuf et vinaigre,"Avec un peu de moutarde, sel et poivre.",,,0,15,oui,0,,"Son nom viendrait de Mahón, port de Minorque, pris par les Français en 1756. Le cuisinier du duc de Richelieu aurait créé la sauce pour fêter la victoire."
