id,theme,categorie,difficulte,type,question,reponse,choix2,choix3,choix4,explication,indices,media_url,media_debut,media_duree,actif,utilisations,epoque,anecdote
Q2178,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Carla Bruni – Quelqu'un m'a dit,Kyo – Le Chemin,Amel Bent – Ma philosophie,Cali – C'est quand le bonheur ?,2002. L'ancienne mannequin a écrit et composé la chanson elle-même.,,https://www.youtube.com/watch?v=EelX_LwPHbA,0,15,oui,0,Années 2000,
Q2179,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Calogero – En apesanteur,Stromae – Alors on danse,Thomas Dutronc – J'aime plus Paris,Kyo – Le Chemin,"2002. La chanson décrit un coup de foudre dans un ascenseur, en une minute d'arrêt entre deux étages.",,https://www.youtube.com/watch?v=jasIqn8IifQ,0,15,oui,0,Années 2000,
Q2180,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,Cali – C'est quand le bonheur ?,Superbus – Butterfly,Mickey 3D – Respire,Cœur de pirate – Comme des enfants,2003. Le chanteur catalan s'est fait connaître par ses concerts particulièrement physiques.,,https://www.youtube.com/watch?v=JtKzqON-UVs,0,15,oui,0,Années 2000,
Q2181,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,Camille – Ta douleur,Stromae – Alors on danse,Corneille – Parce qu'on vient de loin,Renan Luce – Les Voisines,2005. La chanteuse construit ses morceaux à la voix et aux percussions corporelles.,,https://www.youtube.com/watch?v=OPGNWFQy_gg,0,15,oui,0,Années 2000,
Q2182,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,Philippe Katerine – Louxor j'adore,Amel Bent – Ma philosophie,Olivia Ruiz – J'traîne des pieds,Superbus – Butterfly,"2005. Le titre évoque une discothèque imaginaire, sur une rythmique volontairement minimale.",,https://www.youtube.com/watch?v=nLN8pvR8hDg,0,15,oui,0,Années 2000,
Q2183,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Renan Luce – Les Voisines,Christophe Maé – On s'attache,Yael Naim – New Soul,Bénabar – Le Dîner,2007. Le premier album du chanteur lui a valu la Victoire de la révélation de l'année.,,https://www.youtube.com/watch?v=hSdpfzS_Y1g,0,15,oui,0,Années 2000,
Q2184,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Thomas Dutronc – J'aime plus Paris,Stromae – Alors on danse,Amel Bent – Ma philosophie,Cali – C'est quand le bonheur ?,"2007. Le fils de Jacques Dutronc y répond, en creux, au « Il est cinq heures, Paris s'éveille » de son père.",,https://www.youtube.com/watch?v=0w8wa_n1wd4,0,15,oui,0,Années 2000,
Q2185,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Zazie – Je suis un homme,Sinsemilia – Tout le bonheur du monde,Amel Bent – Ma philosophie,Olivia Ruiz – J'traîne des pieds,2007. La chanteuse y interroge la place de l'humain dans un monde qu'il détruit.,,https://www.youtube.com/watch?v=oSIoP7h4B_M,0,15,oui,0,Années 2000,
Q2186,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Yael Naim – New Soul,Kyo – Le Chemin,Mickey 3D – Respire,Zazie – Je suis un homme,2007. Le morceau a fait le tour du monde après avoir servi à une publicité pour un ordinateur.,,https://www.youtube.com/watch?v=hhE7QMXRE1g,0,15,oui,0,Années 2000,
Q2187,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Cœur de pirate – Comme des enfants,Mickey 3D – Respire,Kyo – Le Chemin,Tragédie – Hey Oh,2008. La Québécoise avait 18 ans et s'accompagnait seule au piano.,,https://www.youtube.com/watch?v=26uZeLwBktM,0,15,oui,0,Années 2000,
Q2188,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Grand Corps Malade – Roméo kiffe Juliette,Amir – J'ai cherché,Christophe Maé – Il est où le bonheur,Black M – Sur ma route,"2010. Le slameur transpose Shakespeare dans une cité, entre deux familles que tout oppose.",,https://www.youtube.com/watch?v=PgBPb47liNY,0,15,oui,0,Années 2010,
Q2189,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Sexion d'Assaut – Désolé,Indila – Dernière danse,Maître Gims – Bella,Claudio Capéo – Un homme debout,"2010. Le groupe parisien réunissait huit rappeurs, dont Maître Gims et Black M.",,https://www.youtube.com/watch?v=S-9dbVSOl8A,0,15,oui,0,Années 2010,
Q2190,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Ben l'Oncle Soul – Soulman,Maître Gims – Bella,Sexion d'Assaut – Désolé,Christophe Maé – Il est où le bonheur,2010. Le chanteur tourangeau revendique l'héritage de la soul américaine des années 60.,,https://www.youtube.com/watch?v=69ptYXvUo7M,0,15,oui,0,Années 2010,
Q2191,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Shy'm – Et alors !,Sexion d'Assaut – Désolé,Ben l'Oncle Soul – Soulman,Vianney – Pas là,2012. La chanteuse venait de remporter Danse avec les stars.,,https://www.youtube.com/watch?v=2zdqymnZoHc,0,15,oui,0,Années 2010,
Q2192,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Nekfeu – On verra,Sexion d'Assaut – Désolé,Soprano – Cosmo,Kendji Girac – Andalouse,"2015. Le rappeur parisien a écrit le morceau sur une production de Diabi, entre doute et ambition.",,https://www.youtube.com/watch?v=YltjliK0ZeA,0,15,oui,0,Années 2010,
Q2193,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Amir – J'ai cherché,Stromae – Papaoutai,Maître Gims – Bella,Christine and the Queens – Christine,"2016. Le titre a offert à la France sa meilleure place à l'Eurovision depuis vingt ans, une sixième position.",,https://www.youtube.com/watch?v=kQysGibXphE,0,15,oui,0,Années 2010,
Q2194,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,Claudio Capéo – Un homme debout,Louane – Jour 1,Dadju – Reine,Bigflo & Oli – Dommage,2016. L'accordéoniste alsacien y chante la dignité de ceux qui n'ont rien.,,https://www.youtube.com/watch?v=Y9GCM9DZUJo,0,15,oui,0,Années 2010,
Q2195,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Lomepal – Trop beau,Bigflo & Oli – Dommage,Stromae – Papaoutai,Claudio Capéo – Un homme debout,2017. Le rappeur a d'abord publié le morceau sans clip : le bouche-à-oreille a fait le reste.,,https://www.youtube.com/watch?v=o8wpucx7W8M,0,15,oui,0,Années 2010,
Q2196,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,Eddy de Pretto – Kid,PNL – Au DD,Dadju – Reine,Grand Corps Malade – Roméo kiffe Juliette,2017. Le chanteur y raconte l'injonction à la virilité reçue dans l'enfance.,,https://www.youtube.com/watch?v=XfbM3LD0D9Q,0,15,oui,0,Années 2010,
Q2197,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Hoshi – Ta marinière,Lomepal – Trop beau,Angèle – Balance ton quoi,Clara Luciani – La Grenade,2018. La chanteuse avait 22 ans et s'accompagnait à la guitare dans les couloirs du métro.,,https://www.youtube.com/watch?v=DipEiYAyKxY,0,15,oui,0,Années 2010,
Q2198,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,PNL – Au DD,Stromae – Papaoutai,Indila – Dernière danse,Julien Doré – Paris-Seychelles,"2019. Le clip a été tourné au sommet de la tour Eiffel, une première.",,https://www.youtube.com/watch?v=BtyHYIpykN0,0,15,oui,0,Années 2010,
Q2199,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,Pomme – On brûlera,Dadju – Reine,Julien Doré – Paris-Seychelles,Shy'm – Et alors !,"2019. La chanteuse s'accompagne à l'autoharpe, un instrument à cordes rare en chanson française.",,https://www.youtube.com/watch?v=jabih9mV6RQ,0,15,oui,0,Années 2010,
Q2200,Blind test musique,International,3,QCM,🎵 Quel est ce titre ?,Kanye West – Stronger,James Blunt – You're Beautiful,System of a Down – Chop Suey!,Sean Paul – Get Busy,"2007. Le morceau reprend « Harder, Better, Faster, Stronger » de Daft Punk.",,https://www.youtube.com/watch?v=3mwiO5st-us,0,15,oui,0,Années 2000,
Q2201,Blind test musique,International,3,QCM,🎵 Quel est ce titre ?,Muse – Uprising,Coldplay – Yellow,Kylie Minogue – Can't Get You Out of My Head,Rihanna – Umbrella,2009. Le riff de synthé rappelle volontairement le générique de la série Doctor Who.,,https://www.youtube.com/watch?v=w8KQmps-Sog,0,15,oui,0,Années 2000,
Q2202,Blind test musique,International,3,QCM,🎵 Quel est ce titre ?,Lizzo – About Damn Time,ROSÉ & Bruno Mars – APT.,Glass Animals – Heat Waves,Olivia Rodrigo – drivers license,"2022. La chanteuse joue aussi de la flûte traversière, qu'elle a étudiée au conservatoire.",,https://www.youtube.com/watch?v=IXXxciRUMzE,0,15,oui,0,Années 2020,
Q2203,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Charles Trenet – La Mer,Charles Aznavour – La Bohème,Claude François – Belles ! Belles ! Belles !,"France Gall – Poupée de cire, poupée de son","Écrite en 1943 dans un train, sur un coin de papier ; elle a été reprise dans le monde entier.",,https://www.youtube.com/watch?v=3E8NpkTRcVI,0,15,oui,0,Avant 1970,
Q2204,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,Jean Ferrat – La Montagne,"France Gall – Poupée de cire, poupée de son","Jacques Dutronc – Et moi, et moi, et moi",Johnny Hallyday – Que je t'aime,1964. La chanson raconte l'exode rural et reste l'une des plus diffusées du chanteur.,,https://www.youtube.com/watch?v=YW2UXieHWfg,0,15,oui,0,Avant 1970,
Q2205,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Christophe – Aline,Joe Dassin – Les Champs-Élysées,Johnny Hallyday – Que je t'aime,Charles Trenet – La Mer,"1965. Enregistrée quand le chanteur avait 19 ans, elle est redevenue un tube lors de sa réédition en 1979.",,https://www.youtube.com/watch?v=-E_Hyn53acA,0,15,oui,0,Avant 1970,
